floor,county,log_radon,log_uranium,county_id
1,CLAY                ,-0.105360516,0.343781175,14
0,CLAY                ,2.557227311,0.343781175,14
0,CLAY                ,0.955511445,0.343781175,14
1,CLAY                ,1.252762968,0.343781175,14
0,CLAY                ,3.280911216,0.343781175,14
0,CLAY                ,0.405465108,0.343781175,14
0,CLAY                ,2.564949357,0.343781175,14
0,CLAY                ,2.174751721,0.343781175,14
0,CLAY                ,2.970414466,0.343781175,14
1,CLAY                ,0.916290732,0.343781175,14
0,CLAY                ,2.197224577,0.343781175,14
0,CLAY                ,2.57261223,0.343781175,14
0,CLAY                ,1.280933845,0.343781175,14
1,CLAY                ,1.931521412,0.343781175,14
1,CLEARWATER          ,1.568615918,-0.059860414,15
0,CLEARWATER          ,1.223775432,-0.059860414,15
1,CLEARWATER          ,-0.105360516,-0.059860414,15
0,CLEARWATER          ,1.223775432,-0.059860414,15
0,COOK                ,0.993251773,-0.504995983,16
0,COOK                ,0.336472237,-0.504995983,16
0,COTTONWOOD          ,1.916922612,0.339560321,17
1,COTTONWOOD          ,2.406945108,0.339560321,17
1,COTTONWOOD          ,-2.302585093,0.339560321,17
1,COTTONWOOD          ,0.916290732,0.339560321,17
0,CROW WING           ,0.587786665,-0.6333907,18
0,CROW WING           ,0.470003629,-0.6333907,18
1,CROW WING           ,0,-0.6333907,18
0,CROW WING           ,-0.105360516,-0.6333907,18
0,CROW WING           ,1.064710737,-0.6333907,18
0,CROW WING           ,1.481604541,-0.6333907,18
0,CROW WING           ,0.405465108,-0.6333907,18
0,CROW WING           ,1.410986974,-0.6333907,18
1,CROW WING           ,0.916290732,-0.6333907,18
1,CROW WING           ,1.902107526,-0.6333907,18
0,CROW WING           ,1.458615023,-0.6333907,18
0,CROW WING           ,1.704748092,-0.6333907,18
0,DAKOTA              ,1.280933845,-0.024145162,19
0,DAKOTA              ,1.029619417,-0.024145162,19
0,DAKOTA              ,2.681021529,-0.024145162,19
0,DAKOTA              ,1.902107526,-0.024145162,19
0,DAKOTA              ,2.079441542,-0.024145162,19
0,DAKOTA              ,0.955511445,-0.024145162,19
1,DAKOTA              ,1.029619417,-0.024145162,19
0,DAKOTA              ,1.481604541,-0.024145162,19
1,DAKOTA              ,0.530628251,-0.024145162,19
0,DAKOTA              ,0.693147181,-0.024145162,19
0,DAKOTA              ,0.693147181,-0.024145162,19
0,DAKOTA              ,0.405465108,-0.024145162,19
0,DAKOTA              ,2.261763098,-0.024145162,19
0,DAKOTA              ,2.091864062,-0.024145162,19
0,DAKOTA              ,1.252762968,-0.024145162,19
1,DAKOTA              ,-0.223143551,-0.024145162,19
0,DAKOTA              ,1.62924054,-0.024145162,19
0,DAKOTA              ,1.16315081,-0.024145162,19
0,DAKOTA              ,2.379546134,-0.024145162,19
0,DAKOTA              ,2.104134154,-0.024145162,19
0,DAKOTA              ,1.840549633,-0.024145162,19
0,DAKOTA              ,1.568615918,-0.024145162,19
0,DAKOTA              ,1.791759469,-0.024145162,19
0,DAKOTA              ,0.09531018,-0.024145162,19
0,DAKOTA              ,2.163323026,-0.024145162,19
0,DAKOTA              ,2.174751721,-0.024145162,19
0,DAKOTA              ,1.916922612,-0.024145162,19
0,DAKOTA              ,0.832909123,-0.024145162,19
0,DAKOTA              ,0.470003629,-0.024145162,19
0,DAKOTA              ,1.029619417,-0.024145162,19
0,DAKOTA              ,1.871802177,-0.024145162,19
0,DAKOTA              ,0.530628251,-0.024145162,19
0,DAKOTA              ,1.526056303,-0.024145162,19
0,DAKOTA              ,1.193922468,-0.024145162,19
0,DAKOTA              ,1.481604541,-0.024145162,19
0,DAKOTA              ,3.054001182,-0.024145162,19
0,DAKOTA              ,2.208274414,-0.024145162,19
0,DAKOTA              ,-0.105360516,-0.024145162,19
0,DAKOTA              ,1.589235205,-0.024145162,19
0,DAKOTA              ,1.609437912,-0.024145162,19
0,DAKOTA              ,0.09531018,-0.024145162,19
0,DAKOTA              ,2.028148247,-0.024145162,19
0,DAKOTA              ,1.686398954,-0.024145162,19
0,DAKOTA              ,1.280933845,-0.024145162,19
0,DAKOTA              ,1.589235205,-0.024145162,19
0,DAKOTA              ,1.547562509,-0.024145162,19
0,DAKOTA              ,0.336472237,-0.024145162,19
0,DAKOTA              ,1.223775432,-0.024145162,19
0,DAKOTA              ,1.435084525,-0.024145162,19
0,DAKOTA              ,0.916290732,-0.024145162,19
0,DAKOTA              ,0.336472237,-0.024145162,19
0,DAKOTA              ,0.336472237,-0.024145162,19
0,DAKOTA              ,0.641853886,-0.024145162,19
0,DAKOTA              ,1.568615918,-0.024145162,19
1,DAKOTA              ,0.336472237,-0.024145162,19
0,DAKOTA              ,1.335001067,-0.024145162,19
0,DAKOTA              ,2.174751721,-0.024145162,19
0,DAKOTA              ,1.458615023,-0.024145162,19
0,DAKOTA              ,1.481604541,-0.024145162,19
0,DAKOTA              ,1.504077397,-0.024145162,19
0,DAKOTA              ,0.78845736,-0.024145162,19
0,DAKOTA              ,-0.693147181,-0.024145162,19
0,DAKOTA              ,1.757857918,-0.024145162,19
0,DODGE               ,1.686398954,0.26385546,20
0,DODGE               ,1.974081026,0.26385546,20
0,DODGE               ,1.740466175,0.26385546,20
0,DOUGLAS             ,2.00148,0.155712317,21
0,DOUGLAS             ,1.568615918,0.155712317,21
0,DOUGLAS             ,1.916922612,0.155712317,21
0,DOUGLAS             ,1.85629799,0.155712317,21
1,DOUGLAS             ,1.30833282,0.155712317,21
0,DOUGLAS             ,1.704748092,0.155712317,21
0,DOUGLAS             ,2.054123734,0.155712317,21
0,DOUGLAS             ,1.481604541,0.155712317,21
0,DOUGLAS             ,0.993251773,0.155712317,21
0,FARIBAULT           ,1.223775432,0.295025047,22
0,FARIBAULT           ,1.435084525,0.295025047,22
0,FARIBAULT           ,0.832909123,0.295025047,22
1,FARIBAULT           ,0.262364264,0.295025047,22
0,FARIBAULT           ,1.648658626,0.295025047,22
0,FARIBAULT           ,-2.302585093,0.295025047,22
1,FILLMORE            ,0.916290732,0.414913663,23
0,FILLMORE            ,1.16315081,0.414913663,23
0,FREEBORN            ,1.16315081,0.224206986,24
0,FREEBORN            ,2.261763098,0.224206986,24
0,FREEBORN            ,1.435084525,0.224206986,24
0,FREEBORN            ,2.197224577,0.224206986,24
0,FREEBORN            ,1.840549633,0.224206986,24
0,FREEBORN            ,3.484312288,0.224206986,24
0,FREEBORN            ,2.58021683,0.224206986,24
1,FREEBORN            ,0.78845736,0.224206986,24
1,FREEBORN            ,1.722766598,0.224206986,24
0,GOODHUE             ,2.660259537,0.196610646,25
1,GOODHUE             ,1.931521412,0.196610646,25
0,GOODHUE             ,2.028148247,0.196610646,25
1,GOODHUE             ,2.282382386,0.196610646,25
0,GOODHUE             ,0.955511445,0.196610646,25
0,GOODHUE             ,3.772760938,0.196610646,25
0,GOODHUE             ,1.589235205,0.196610646,25
0,GOODHUE             ,1.589235205,0.196610646,25
0,GOODHUE             ,1.252762968,0.196610646,25
0,GOODHUE             ,1.568615918,0.196610646,25
0,GOODHUE             ,1.722766598,0.196610646,25
0,GOODHUE             ,1.252762968,0.196610646,25
0,GOODHUE             ,1.360976553,0.196610646,25
0,GOODHUE             ,1.902107526,0.196610646,25
0,HENNEPIN            ,2.066862759,-0.096520812,26
0,HENNEPIN            ,1.193922468,-0.096520812,26
1,HENNEPIN            ,0.741937345,-0.096520812,26
0,HENNEPIN            ,0.470003629,-0.096520812,26
0,HENNEPIN            ,1.386294361,-0.096520812,26
0,HENNEPIN            ,0.587786665,-0.096520812,26
0,HENNEPIN            ,0.916290732,-0.096520812,26
0,HENNEPIN            ,2.415913778,-0.096520812,26
0,HENNEPIN            ,0.955511445,-0.096520812,26
0,HENNEPIN            ,1.360976553,-0.096520812,26
0,HENNEPIN            ,2.00148,-0.096520812,26
0,HENNEPIN            ,0.262364264,-0.096520812,26
0,HENNEPIN            ,-0.105360516,-0.096520812,26
0,HENNEPIN            ,-0.916290732,-0.096520812,26
1,HENNEPIN            ,0.916290732,-0.096520812,26
0,HENNEPIN            ,1.791759469,-0.096520812,26
0,HENNEPIN            ,0.693147181,-0.096520812,26
0,HENNEPIN            ,1.686398954,-0.096520812,26
0,HENNEPIN            ,1.098612289,-0.096520812,26
0,HENNEPIN            ,1.064710737,-0.096520812,26
0,HENNEPIN            ,1.704748092,-0.096520812,26
0,HENNEPIN            ,1.410986974,-0.096520812,26
0,HENNEPIN            ,1.360976553,-0.096520812,26
0,HENNEPIN            ,2.701361213,-0.096520812,26
0,HENNEPIN            ,1.974081026,-0.096520812,26
0,HENNEPIN            ,0.832909123,-0.096520812,26
1,HENNEPIN            ,1.029619417,-0.096520812,26
0,HENNEPIN            ,1.481604541,-0.096520812,26
0,HENNEPIN            ,0.405465108,-0.096520812,26
0,HENNEPIN            ,2.151762203,-0.096520812,26
0,HENNEPIN            ,1.722766598,-0.096520812,26
0,HENNEPIN            ,2.151762203,-0.096520812,26
0,HENNEPIN            ,1.335001067,-0.096520812,26
0,HENNEPIN            ,0.587786665,-0.096520812,26
0,HENNEPIN            ,0.641853886,-0.096520812,26
0,HENNEPIN            ,1.704748092,-0.096520812,26
0,HENNEPIN            ,0.916290732,-0.096520812,26
1,HENNEPIN            ,-0.223143551,-0.096520812,26
0,HENNEPIN            ,0.741937345,-0.096520812,26
0,HENNEPIN            ,1.029619417,-0.096520812,26
0,HENNEPIN            ,1.360976553,-0.096520812,26
0,HENNEPIN            ,1.458615023,-0.096520812,26
0,HENNEPIN            ,1.547562509,-0.096520812,26
0,HENNEPIN            ,1.029619417,-0.096520812,26
0,HENNEPIN            ,1.410986974,-0.096520812,26
0,HENNEPIN            ,0.470003629,-0.096520812,26
0,HENNEPIN            ,1.458615023,-0.096520812,26
1,HENNEPIN            ,-0.356674944,-0.096520812,26
0,HENNEPIN            ,1.704748092,-0.096520812,26
1,HENNEPIN            ,1.193922468,-0.096520812,26
0,HENNEPIN            ,1.704748092,-0.096520812,26
0,HENNEPIN            ,0.916290732,-0.096520812,26
0,HENNEPIN            ,0.993251773,-0.096520812,26
0,HENNEPIN            ,2.128231706,-0.096520812,26
0,HENNEPIN            ,1.193922468,-0.096520812,26
0,HENNEPIN            ,1.16315081,-0.096520812,26
0,HENNEPIN            ,2.151762203,-0.096520812,26
0,HENNEPIN            ,0.530628251,-0.096520812,26
0,HENNEPIN            ,1.740466175,-0.096520812,26
0,HENNEPIN            ,2.564949357,-0.096520812,26
0,HENNEPIN            ,0.993251773,-0.096520812,26
0,HENNEPIN            ,1.547562509,-0.096520812,26
0,HENNEPIN            ,1.722766598,-0.096520812,26
0,HENNEPIN            ,2.624668592,-0.096520812,26
1,HENNEPIN            ,2.028148247,-0.096520812,26
0,HENNEPIN            ,1.740466175,-0.096520812,26
0,HENNEPIN            ,1.526056303,-0.096520812,26
0,HENNEPIN            ,2.028148247,-0.096520812,26
0,HENNEPIN            ,0.955511445,-0.096520812,26
0,HENNEPIN            ,1.504077397,-0.096520812,26
0,HENNEPIN            ,1.774952351,-0.096520812,26
0,HENNEPIN            ,0.78845736,-0.096520812,26
0,HENNEPIN            ,0.875468737,-0.096520812,26
0,HENNEPIN            ,1.386294361,-0.096520812,26
0,HENNEPIN            ,1.526056303,-0.096520812,26
0,HENNEPIN            ,1.526056303,-0.096520812,26
0,HENNEPIN            ,2.388762789,-0.096520812,26
0,HENNEPIN            ,2.028148247,-0.096520812,26
0,HENNEPIN            ,1.098612289,-0.096520812,26
0,HENNEPIN            ,0.405465108,-0.096520812,26
1,HENNEPIN            ,0.470003629,-0.096520812,26
0,HENNEPIN            ,2.803360381,-0.096520812,26
0,HENNEPIN            ,1.131402111,-0.096520812,26
0,HENNEPIN            ,1.62924054,-0.096520812,26
0,HENNEPIN            ,1.589235205,-0.096520812,26
0,HENNEPIN            ,1.791759469,-0.096520812,26
1,HENNEPIN            ,-0.105360516,-0.096520812,26
0,HENNEPIN            ,0.587786665,-0.096520812,26
0,HENNEPIN            ,1.360976553,-0.096520812,26
0,HENNEPIN            ,1.722766598,-0.096520812,26
1,HENNEPIN            ,-0.916290732,-0.096520812,26
0,HENNEPIN            ,0.955511445,-0.096520812,26
0,HENNEPIN            ,1.280933845,-0.096520812,26
0,HENNEPIN            ,1.824549292,-0.096520812,26
0,HENNEPIN            ,3.161246712,-0.096520812,26
0,HENNEPIN            ,1.360976553,-0.096520812,26
0,HENNEPIN            ,1.064710737,-0.096520812,26
0,HENNEPIN            ,1.098612289,-0.096520812,26
0,HENNEPIN            ,1.547562509,-0.096520812,26
0,HENNEPIN            ,1.098612289,-0.096520812,26
0,HENNEPIN            ,1.435084525,-0.096520812,26
0,HENNEPIN            ,1.335001067,-0.096520812,26
0,HENNEPIN            ,1.098612289,-0.096520812,26
0,HENNEPIN            ,1.458615023,-0.096520812,26
1,HENNEPIN            ,1.064710737,-0.096520812,26
0,HOUSTON             ,1.223775432,0.503529069,27
0,HOUSTON             ,2.140066163,0.503529069,27
0,HOUSTON             ,2.197224577,0.503529069,27
1,HOUSTON             ,1.568615918,0.503529069,27
0,HOUSTON             ,1.280933845,0.503529069,27
1,HOUSTON             ,0.78845736,0.503529069,27
1,HUBBARD             ,1.029619417,-0.400596977,28
1,HUBBARD             ,-0.223143551,-0.400596977,28
0,HUBBARD             ,0.405465108,-0.400596977,28
0,HUBBARD             ,1.526056303,-0.400596977,28
1,HUBBARD             ,1.30833282,-0.400596977,28
0,ISANTI              ,1.280933845,-0.751872233,29
0,ISANTI              ,1.098612289,-0.751872233,29
0,ISANTI              ,0.78845736,-0.751872233,29
0,ITASCA              ,0.641853886,-0.663347631,30
0,ITASCA              ,0.955511445,-0.663347631,30
0,ITASCA              ,0.587786665,-0.663347631,30
0,ITASCA              ,0.875468737,-0.663347631,30
0,ITASCA              ,1.458615023,-0.663347631,30
0,ITASCA              ,0.955511445,-0.663347631,30
0,ITASCA              ,0.09531018,-0.663347631,30
0,ITASCA              ,1.193922468,-0.663347631,30
0,ITASCA              ,0.916290732,-0.663347631,30
0,ITASCA              ,2.240709689,-0.663347631,30
0,ITASCA              ,0.262364264,-0.663347631,30
0,JACKSON             ,2.128231706,0.309020285,31
0,JACKSON             ,1.609437912,0.309020285,31
0,JACKSON             ,1.064710737,0.309020285,31
0,JACKSON             ,2.57261223,0.309020285,31
0,JACKSON             ,2.727852828,0.309020285,31
0,KANABEC             ,0.587786665,-0.053386009,32
0,KANABEC             ,1.335001067,-0.053386009,32
0,KANABEC             ,2.066862759,-0.053386009,32
0,KANABEC             ,0.955511445,-0.053386009,32
0,KANDIYOHI           ,2.424802726,0.109732943,33
0,KANDIYOHI           ,1.410986974,0.109732943,33
0,KANDIYOHI           ,2.509599262,0.109732943,33
0,KANDIYOHI           ,1.902107526,0.109732943,33
0,KITTSON             ,1.931521412,-0.007803367,34
1,KITTSON             ,1.504077397,-0.007803367,34
1,KITTSON             ,-0.105360516,-0.007803367,34
0,KOOCHICHING         ,0.530628251,-0.881828921,35
0,KOOCHICHING         ,0.336472237,-0.881828921,35
1,KOOCHICHING         ,0.693147181,-0.881828921,35
1,KOOCHICHING         ,0,-0.881828921,35
0,KOOCHICHING         ,0,-0.881828921,35
1,KOOCHICHING         ,1.029619417,-0.881828921,35
1,KOOCHICHING         ,0.262364264,-0.881828921,35
1,LAC QUI PARLE       ,2.424802726,0.311029879,36
1,LAC QUI PARLE       ,2.424802726,0.311029879,36
0,LAC QUI PARLE       ,2.772588722,0.311029879,36
0,LAC QUI PARLE       ,2.772588722,0.311029879,36
1,LAKE                ,0.262364264,-0.691596384,37
0,LAKE                ,0.262364264,-0.691596384,37
0,LAKE                ,0.470003629,-0.691596384,37
0,LAKE                ,-0.105360516,-0.691596384,37
0,LAKE                ,1.029619417,-0.691596384,37
0,LAKE                ,-0.693147181,-0.691596384,37
0,LAKE                ,0.405465108,-0.691596384,37
0,LAKE                ,1.960094784,-0.691596384,37
0,LAKE                ,-0.693147181,-0.691596384,37
0,LAKE OF THE WOODS   ,2.312535424,-0.681708848,38
1,LAKE OF THE WOODS   ,1.458615023,-0.681708848,38
0,LAKE OF THE WOODS   ,1.193922468,-0.681708848,38
1,LAKE OF THE WOODS   ,1.064710737,-0.681708848,38
0,LE SUEUR            ,2.525728644,0.194447737,39
1,LE SUEUR            ,1.435084525,0.194447737,39
0,LE SUEUR            ,1.504077397,0.194447737,39
0,LE SUEUR            ,1.360976553,0.194447737,39
0,LE SUEUR            ,1.193922468,0.194447737,39
0,LINCOLN             ,2.862200881,0.444903746,40
0,LINCOLN             ,2.360854001,0.444903746,40
0,LINCOLN             ,2.066862759,0.444903746,40
1,LINCOLN             ,1.252762968,0.444903746,40
0,LYON                ,1.871802177,0.394734406,41
1,LYON                ,1.931521412,0.394734406,41
0,LYON                ,1.62924054,0.394734406,41
0,LYON                ,2.48490665,0.394734406,41
0,LYON                ,1.62924054,0.394734406,41
0,LYON                ,2.186051277,0.394734406,41
0,LYON                ,1.757857918,0.394734406,41
0,LYON                ,1.526056303,0.394734406,41
0,MAHNOMEN            ,1.360976553,0.149600343,42
1,MARSHALL            ,0.405465108,0.013764829,43
0,MARSHALL            ,3.169685581,0.013764829,43
1,MARSHALL            ,-0.105360516,0.013764829,43
1,MARSHALL            ,0.336472237,0.013764829,43
1,MARSHALL            ,0.09531018,0.013764829,43
0,MARSHALL            ,1.029619417,0.013764829,43
0,MARSHALL            ,3.875359021,0.013764829,43
1,MARSHALL            ,-0.105360516,0.013764829,43
0,MARSHALL            ,2.116255515,0.013764829,43
0,MARTIN              ,1.410986974,0.165861836,44
1,MARTIN              ,-0.693147181,0.165861836,44
0,MARTIN              ,1.902107526,0.165861836,44
0,MARTIN              ,2.014903021,0.165861836,44
0,MARTIN              ,2.219203484,0.165861836,44
0,MARTIN              ,-0.693147181,0.165861836,44
0,MARTIN              ,0.405465108,0.165861836,44
0,MCLEOD              ,2.332143895,0.140422594,45
0,MCLEOD              ,1.360976553,0.140422594,45
0,MCLEOD              ,0.587786665,0.140422594,45
0,MCLEOD              ,2.292534757,0.140422594,45
0,MCLEOD              ,0.832909123,0.140422594,45
0,MCLEOD              ,1.481604541,0.140422594,45
0,MCLEOD              ,1.029619417,0.140422594,45
1,MCLEOD              ,0.09531018,0.140422594,45
0,MCLEOD              ,0.182321557,0.140422594,45
1,MCLEOD              ,0.470003629,0.140422594,45
1,MCLEOD              ,3.234749174,0.140422594,45
1,MCLEOD              ,-2.302585093,0.140422594,45
0,MCLEOD              ,2.360854001,0.140422594,45
0,MEEKER              ,0.832909123,0.023950874,46
0,MEEKER              ,1.360976553,0.023950874,46
0,MEEKER              ,1.974081026,0.023950874,46
0,MEEKER              ,0.741937345,0.023950874,46
0,MEEKER              ,1.16315081,0.023950874,46
1,MILLE LACS          ,-0.693147181,-0.210059522,47
0,MILLE LACS          ,1.740466175,-0.210059522,47
0,MORRISON            ,0.336472237,-0.093226652,48
0,MORRISON            ,0.741937345,-0.093226652,48
0,MORRISON            ,1.481604541,-0.093226652,48
0,MORRISON            ,0.875468737,-0.093226652,48
0,MORRISON            ,1.589235205,-0.093226652,48
1,MORRISON            ,1.098612289,-0.093226652,48
0,MORRISON            ,1.098612289,-0.093226652,48
0,MORRISON            ,1.029619417,-0.093226652,48
0,MORRISON            ,1.360976553,-0.093226652,48
0,MOWER               ,2.388762789,0.260932471,49
0,MOWER               ,1.85629799,0.260932471,49
0,MOWER               ,0.693147181,0.260932471,49
0,MOWER               ,1.098612289,0.260932471,49
0,MOWER               ,1.504077397,0.260932471,49
0,MOWER               ,0.741937345,0.260932471,49
0,MOWER               ,2.079441542,0.260932471,49
1,MOWER               ,0.262364264,0.260932471,49
0,MOWER               ,2.219203484,0.260932471,49
1,MOWER               ,0.09531018,0.260932471,49
0,MOWER               ,2.360854001,0.260932471,49
0,MOWER               ,3.17805383,0.260932471,49
0,MOWER               ,2.208274414,0.260932471,49
0,MURRAY              ,2.493205453,0.398849943,50
0,NICOLLET            ,2.091864062,0.248046873,51
0,NICOLLET            ,2.379546134,0.248046873,51
0,NICOLLET            ,1.435084525,0.248046873,51
0,NICOLLET            ,2.753660712,0.248046873,51
0,NOBLES              ,1.686398954,0.405451775,52
0,NOBLES              ,1.824549292,0.405451775,52
0,NOBLES              ,2.272125886,0.405451775,52
0,NORMAN              ,2.091864062,0.265221717,53
0,NORMAN              ,0.470003629,0.265221717,53
1,NORMAN              ,0.470003629,0.265221717,53
0,OLMSTED             ,1.85629799,0.243150079,54
0,OLMSTED             ,1.481604541,0.243150079,54
0,OLMSTED             ,2.415913778,0.243150079,54
0,OLMSTED             ,2.302585093,0.243150079,54
0,OLMSTED             ,1.504077397,0.243150079,54
0,OLMSTED             ,2.079441542,0.243150079,54
0,OLMSTED             ,0.832909123,0.243150079,54
0,OLMSTED             ,1.16315081,0.243150079,54
0,OLMSTED             ,1.609437912,0.243150079,54
0,OLMSTED             ,1.410986974,0.243150079,54
0,OLMSTED             ,0.09531018,0.243150079,54
0,OLMSTED             ,0.693147181,0.243150079,54
1,OLMSTED             ,0.09531018,0.243150079,54
0,OLMSTED             ,1.064710737,0.243150079,54
0,OLMSTED             ,0.741937345,0.243150079,54
0,OLMSTED             ,2.054123734,0.243150079,54
0,OLMSTED             ,1.335001067,0.243150079,54
0,OLMSTED             ,0.916290732,0.243150079,54
0,OLMSTED             ,1.064710737,0.243150079,54
